site,min,max,mean,std
O4,-1.6503071733564079,1.6611510270657033,-0.004310914300893686,1.0078813410695626
O2,-1.5181778930951786,1.6595273840406852,0.014405300421318165,0.9993592581492059
O1,-3.283296425633492,2.0764234901391445,0.04317992355148986,1.0071049415333448
O3,-1.8094208693275315,1.4521599552623745,0.018825170858699957,0.9764452544631267
O5,-7.459056488735728,1.803165376586692,0.017771191869052686,0.9356439718597004
